sentence	subj_idx	verb_idx	verb_pos	verb	inflected_verb
the town was first granted in CD by colonial governor NNP NNP as NNP , the town sits on a rich iron deposit , and the region once produced pig iron and bar iron for farm tools and cast iron NN .	16	17	VBZ	sits	sit
the NN domain features a NN site .	2	3	VBZ	features	feature
the school day generally starts with a JJ to JJ , JJ academic NN that focuses on a single theme over the course of about a month 's time .	2	4	VBZ	starts	start
the opening track from the album , the only one previously released , is the title song `` born to sing the blues '' .	2	13	VBZ	is	are
thus it is not possible to control the motor if the output frequency of the variable frequency drive is zero .	12	18	VBZ	is	are
NNP archaeological zone has a site museum , with JJ fauna exhibits , and other items .	2	3	VBZ	has	have
generally , the value in VBG meat is that it creates a brown NN with a rich NN via the NNP reaction .	3	7	VBZ	is	are
the play ends at its beginning with june explaining that she wrote down her history to tell to her little sister once she was old enough to understand it , and the opening lines are VBN as the play is finished .	1	2	VBZ	ends	end
as of 2012 , the airline employs over 8 , 000 people , most of them residing in panama and is one of the fastest growing companies in the country .	5	6	VBZ	employs	employ
no JJ use as the subject of the photo is not the building .	2	9	VBZ	is	are
in particular , it is only necessary to VB enough NNS ( in whatever base ) of the fraction so that all NNS that begin with those NNS fall into the final interval .	22	28	VBP	fall	falls
its NNS have human NNS ; its NNS VBP color and the NN of dear eyes .	1	2	VBP	have	has
all other NNS have NNS under 1 year , most under a day .	2	3	VBP	have	has
support SYM - if an editor admits to not being here to improve the encyclopedia , there is clearly no place for them here -- we are not a JJ society , and should not encourage drama for its own sake .	5	6	VBZ	admits	admit
the length of the NNS is JJ mm for males and JJ mm for females .	1	5	VBZ	is	are
the NNP community comprises 15 villages in four NNS which represents the core community for the NNP deposit .	2	3	VBZ	comprises	comprise
the NNP is further prohibited from VBG a business combination with any entity which is affiliated with an NN , unless a NN opinion from an independent investment banking firm states that the combination is fair to the NNS .	33	34	VBZ	is	are
the two kids have different ideas of freedom .	2	3	VBP	have	has
the main island features mountainous NNS with very narrow coastal areas .	2	3	VBZ	features	feature
the egg NNS are JJ and contain JJ eggs .	2	3	VBP	are	is
such crystal structures are generally less JJ ( more `` VBD out '' ) ; the atoms and chemical bonds appear as tubes of electron density , rather than as isolated atoms .	16	20	VBP	appear	appears
the album is notable for its engineer , dave purple , previously a founding member of the NNP ' NNS and at the time working at chess records , following his military service .	1	2	VBZ	is	are
many NNP cards have effects that are very strong .	2	3	VBP	have	has
each team represented has a different ranking .	1	3	VBZ	has	have
i think the opposite is true .	3	4	VBZ	is	are
the main program offered by the uk college of NNP today is the JJ professional NNP .	2	11	VBZ	is	are
NNP 's architectural style is due to trends popular in the last half of the 19th century and the first years of the 20th century , academic art and art NNP .	3	4	VBZ	is	are
NNP discipline offers a 4 year NNP .	1	2	VBZ	offers	offer
people say they ca n't put my books down , and so they read them in one sitting of four hours .	0	1	VBP	say	says
the dam at the north end of NNP lake controls the flow of the creek and strongly influences the first several kilometers of the stream .	1	9	VBZ	controls	control
this article RB makes it look like we are out to get ms NNP , which could VB our reputation as a source of fair and objective information on people and issues that really matter .	1	3	VBZ	makes	make
i have to agree that the product seems non-notable .	6	7	VBZ	seems	seem
but then before the building begins emily dies .	4	5	VBZ	begins	begin
the firm has offices in dallas , new york city , london , shanghai and tokyo and comprises a team of over 40 professionals .	1	2	VBZ	has	have
he believed that `` a pure democracy is a NN , '' and that `` all government is essentially of the nature of a monarchy .	16	17	VBZ	is	are
the wii port instead supports the wii remote 's NN and NN functions , the NNP , the classic controller and the wii balance board .	2	4	VBZ	supports	support
the problem with an NNP is that we all get stuck on NNS and that is not useful .	1	5	VBZ	is	are
if less and this NN is the first NN , place item on top of the NN , NN 2 .	4	5	VBZ	is	are
the highways parallel the NNP and the north NNP through much of nebraska .	1	2	VBP	parallel	parallels
many residents of hastings work or have family members working at NNP or NNP steel .	1	6	VBP	have	has
the title needs changing , but other than that , it seems like a good essay .	1	2	VBZ	needs	need
as i understand it NNP 's bag privileges are under review , and i should think he 's got the message by now .	7	8	VBP	are	is
the costume used in the sequel is higher in quality than the NN as well as the price cost NNP 50 thousand per set while in the NN the costume used costs only NNP 20 thousand per set .	1	6	VBZ	is	are
JJ cope , performing under the pseudonym of `` mother of the revolution '' ( NNP cope 's radical blog `` on this deity '' is also a black sheep project ) .	19	25	VBZ	is	are
the route of the canal is just to the north of the river , and a public NN follows it through NNP park until it reaches the NNP to NNP road .	17	18	VBZ	follows	follow
when peter learns that NNP has `` VBN '' him by growing up , he is VBN until NNP 's daughter jane agrees to come to NNP as peter 's new mother .	20	22	VBZ	agrees	agree
half of the article is quotes ( a wikipedia NN ) , and it is RB npov .	0	4	VBZ	is	are
the soundtrack features original compositions from NNP and features rock guitarist tom NNP .	1	2	VBZ	features	feature
the surprise contained within is a miniature NN of the imperial russian navy cruiser NNP NNP ( memory of NNP ) , executed in red and yellow gold and platinum with small diamonds for windows , set on a piece of NN representing the water .	1	4	VBZ	is	are
some series use a JJ start , where the smaller cars are released up to 45 seconds ahead of the larger cars , and are slowly caught , the idea being that all the cars are together at the finish of the race .	34	35	VBP	are	is
the additional information that he is 49 years old and mentally disabled makes it more of a scandal , and the fact that he is an JJ and that previous attacks on NNPS have led to NNS makes it JJ around the world .	2	12	VBZ	makes	make
the JJ criticism that the poems are too short is almost a parody , and its appearance in the NNP makes me wonder .	2	9	VBZ	is	are
francis is opposed to a different form of mediation , but i agree that all major contributors need to be participants for any form of mediation to succeed .	16	17	VBP	need	needs
note this is a NN of the NN deleted NNS .	0	2	VBZ	is	are
customers arrive in a random constant flow , enter the shop , NN if the barber is busy , get their hair cut on a JJ JJ basis , and then leave the shop .	0	1	VBP	arrive	arrives
JJ customers give low prices as the most important reason for shopping there , reflecting the `` low prices , always '' advertising slogan that NNP used from 1962 until 2006 .	1	2	VBP	give	gives
JJ NNS are also great threats during JJ river NNS .	1	2	VBP	are	is
us when the condition is perfect .	3	4	VBZ	is	are
this consequence of VBG makes the colony more vulnerable to extinction .	1	4	VBZ	makes	make
i have to say and VB my opinion , and if not then i will be VBN the same respect that any other editor deserves .	23	24	VBZ	deserves	deserve
it VBZ 6 to 14 NNS , its length is 4 to 8 cm without the shorter , poorly VBN tail .	8	9	VBZ	is	are
a JJ feature of the page is to publish the text of angry NNS sent in by opponents , which bart calls `` monkey mail '' .	2	6	VBZ	is	are
the couple goes on a weekend get away to new york city where they talk about their future and RB marry on december 23 , 2011 in a small intimate ceremony .	1	2	VBZ	goes	go
many feminist scholars and women judges reject this view as VBN and inherently unfair to women .	2	6	VBP	reject	rejects
admission is free of charge and visitors usually receive a modest JJ NN of some kind .	0	1	VBZ	is	are
the trophy has an JJ base representing NNP , with a beer can from the lab NN which preceded the flood , topped by a concrete `` NN '' .	1	2	VBZ	has	have
NNP editor has a content dispute with several other editors at united nations relief and works agency for palestine refugees in the near east , over the inclusion of some criticism of NNP .	1	2	VBZ	has	have
finally , once the nomination has been accepted , the questions answered to the candidate 's NN , and the candidate is ready for the rfa to begin , the NN should be VBN to the rfa page .	20	21	VBZ	is	are
in this game , the user VBZ the correct parts of speech to fill in the missing portions of a JJ story written on a NN and save a friendly ghost from the NNP NNP .	5	6	VBZ	selects	select
endorse deletion - the article about the single is plenty , if she continues to remain it the public notability and releases more records then we can VB , right now VBZ a one event itunes sales NN .	1	8	VBZ	is	are
the mine has the form of a NN mine on the NN of the leaf , with two or three widely separated NNS at NN .	1	2	VBZ	has	have
starting from cambridge the route follows the river NNP with its banks and NNS VBN with VBG JJ trees and out into the NNS .	4	5	VBZ	follows	follow
financial institutions that deal personally have to charge more to break even , financially .	1	5	VBP	have	has
this part of the constitution contains the law in the establishment , VBG , merging or VBG the borders of the states .	1	5	VBZ	contains	contain
the ideas which led to their creation , while appearing to simply be the JJ mind of a childhood NNP , are in reality linked to his past life as the king of NNP space .	1	21	VBP	are	is
not many other articles link to him .	3	4	VBP	link	links
if the list of authors is brief , this may be provided in the edit summary .	2	5	VBZ	is	are
states which have similar practices are arizona , idaho , maryland , north dakota , south dakota and washington ) .	0	5	VBP	are	is
i think this photograph of NNP NNP , the prime minister of finland , VBZ the article well .	3	14	VBZ	illustrates	illustrate
the play opens in a NN 's NN near a lake in the forest .	1	2	VBZ	opens	open
the language factor is the main difference to the neighbouring tribe further to the south , NNP .	2	3	VBZ	is	are
NNP 's capital is NNP town ( on the site of NN NNP , pennsylvania ) , and its flag is a JJ sun on a green field .	2	3	VBZ	is	are
the NNS are not notable enough for their own articles ( because it is only this one event that makes them notable ) .	1	2	VBP	are	is
all the windows in the upper NN are NNS .	2	7	VBP	are	is
the practice encompasses the full spectrum of NNP philosophy and principles .	1	2	VBZ	encompasses	encompass
the next day as she visits a local NN , she finds a NN wedding NN and decides to buy it .	2	5	VBZ	visits	visit
fate of NNS , VBN for science , causes human hurt after six years '' , the new york times , may 23 , 1987 .	0	8	VBZ	causes	cause
regional and national training courses , meetings and conferences that help local health department staff connect to and learn from one another .	6	15	VBP	connect	connects
many dialects of NNP have NNS with a higher , VBD first part .	1	4	VBP	have	has
from time to time other issues with articles come up of varying importance .	5	8	VBP	come	comes
the total number of individuals in these groups each year is about 250 .	2	10	VBZ	is	are
in some ways NNP might be better treated as a primary source , as the facts per se that they report seem to be quite reliable , but any analysis or commentary from NNP is in the vast majority of cases JJ for an encyclopedia .	29	34	VBZ	is	are
although the idea of JJ NNS in theory has merit , it would need a separate wikiproject to run it , since the work load would be as big as - if not bigger than - that involved with stubs .	2	8	VBZ	has	have
each player gets 40 cards ( ten of each color ) which have a distinctive design on the reverse unique to that player .	1	2	VBZ	gets	get
the cemetery 's residents also include three former northern kentucky NNS , including john g .	3	5	VBP	include	includes
in sociology , philosophy and psychology crowd behaviour is the formation of a common mood directed toward an object of attention .	7	8	VBZ	is	are
the lack of NN in this sense is a NN .	1	7	VBZ	is	are
NNS typically form a ring around a NN .	0	2	VBP	form	forms
in this case , the JJR base is the NNP formation , the stronger NN is the NNP del rio NNS , and the VBG agent is the rio grande river .	6	7	VBZ	is	are
oppose , low level of wikipedia namespace edits indicates a likely lack of policy knowledge and low level of deleted contributions ( 16 total ) indicates a likely lack of experience with deletion .	3	7	VBZ	edits	edit
short term goals ( one or two years ) are usually specific and limited in scope .	2	9	VBP	are	is
the article has versions in many other languages , which are all in a pretty JJ state , and i 'd like to put something on those that tells readers that the english version is more complete and encyclopedic than their version .	33	34	VBZ	is	are
in addition to generic collection NNS , the new generic collection classes implement the JJ collection NNS where possible .	11	12	VBP	implement	implements
the task is less simple than it appears , and NNP becomes aware of wheels within wheels , as different interests war with each other with the stakes higher than anyone has VBN .	1	2	VBZ	is	are
this book is the first systematic attempt to relate NN with psychology , though based on the medicine of NNP .	1	2	VBZ	is	are
the NNS recover on the way back , VBD the collection team and try to flee from the NNP building -- but while the young man and woman escape , the older man is shot in the head .	1	2	VBP	recover	recovers
its goal is to increase public trust in the capital markets by requiring uniform NN of information about public securities NNS .	1	2	VBZ	is	are
benefits include increasing damage or defense , while NNS include falling RB or being VBN .	0	1	VBP	include	includes
your continued attempts to twist this into a content dispute and to VB what the conspiracy NNS are up to , indicates to me that you should really get busy reading our policies .	16	17	VBP	are	is
the western boundary is a series of back streets running close to union road .	2	3	VBZ	is	are
the novel tells the story of four young texas women who VBP to be wealthy NNS while searching for rich potential NNS in monte carlo .	1	2	VBZ	tells	tell
both versions contain a JJ guitar .	1	2	VBP	contain	contains
the website says so if it is and offers a free trial .	1	2	VBZ	says	say
her first cousin , john NNP , 3rd viscount NNP is an elected liberal democrat mp for the seat of NNP , NNP and easter ross .	2	10	VBZ	is	are
these words have an irregular stress which falls on the final NN .	1	2	VBP	have	has
the community has a school offering grades k - 9 and a small store .	1	2	VBZ	has	have
popular genres of commercial music , which are currently being played in town , include NN music and NN .	1	14	VBP	include	includes
the floating gate NN has no connections to other parts of the integrated circuit and is completely VBN by the surrounding layers of NN .	3	4	VBZ	has	have
a NN solution enables users to schedule jobs to run within a web server environment on a web host that does not offer a shell account or other means of VBG jobs .	2	3	VBZ	enables	enable
since cards are left face down , memory is a very important part of this game .	7	8	VBZ	is	are
this site says ; `` abandoned children could also be brought up as slaves .	1	2	VBZ	says	say
JJ power packages commonly have more than three leads ; JJ , JJ and JJ units are common , units with five or seven leads with JJ style are also manufactured .	2	4	VBP	have	has
the student room at NNP includes a wall entitled `` NNS '' that displays current photos and NNS of some fifty consumer , agency , environmental and child advocacy leaders from among former graduates of the programs .	2	5	VBZ	includes	include
the sea view yacht club was founded in 1893 and its stated aim is JJ encourage amateur sailing and boat racing ' .	12	13	VBZ	is	are
the NN will deal with threats to the entire NN , though in many cases , the NN primarily keeps bachelor animals away .	17	19	VBZ	keeps	keep
the NN problem exists , that infrastructure is poor in JJ countries , and death NNS much higher .	2	3	VBZ	exists	exist
JJ citations are here and in context and there are many of them .	1	2	VBP	are	is
however , probably due to lack of information and the language barrier , the band itself is not widely known outside japan .	14	16	VBZ	is	are
the church of the NNP , marble arch , is an anglican church in the marble arch district of london , uk .	1	9	VBZ	is	are
the suits have no constant volume NNS to prevent the suits from VBG under their interior pressure .	1	2	VBP	have	has
the church is adjacent to the venice center for peace with justice and the arts ( NNP , the bright yellow building ) .	1	2	VBZ	is	are
because few opinions discussed the sources in detail ( the way NNP did , for instance ) , it is possible that a second and more thorough discussion will reach consensus .	10	19	VBZ	is	are
the center NN is the primary , and the two outer NNS are the NNS .	11	12	VBP	are	is
devices made with NNP belong to the JJ category of NNS ( NNP ) .	0	4	VBP	belong	belongs
an introduction to NNP ( 1974 ) , NNP NNP VBZ on the works of leslie white and lewis henry morgan .	1	10	VBZ	expands	expand
in astronomical usage , the new moon occurs in the middle of this period , when the moon and sun are in conjunction .	6	7	VBZ	occurs	occur
the building is CD feet ( CD meters ) tall with 47 floors .	1	2	VBZ	is	are
his press release , VBG by email and NNP news , describes the NN and eventual NN of the carnival .	2	11	VBZ	describes	describe
likewise , if a prophet makes a NN in the name of NNP that does not come to pass , that is another sign that he is not commissioned of NNP and that the people need not fear the false prophet .	4	5	VBZ	makes	make
individuals that have a mandate to JJ law and public policy include the following .	0	11	VBP	include	includes
this required the clearing of several blocks in downtown NNP near the NNP railroad tracks , generally bounded by detroit on the east to VB on the west the railroad tracks on the north and third street on the south .	29	30	VBZ	tracks	track
the new revisions include a NN of the future palestinian state as well as a NN of the palestinian right of return to israel proper .	2	3	VBP	include	includes
the speakers ( the NNP ) are RB NNS , however just like the NNP , NNP , NNP and NNP languages , they are closely related to each other than to the JJ language .	1	6	VBP	are	is
the trail connects via road with the mountains to sound NNP and other JJ bike trails .	1	2	VBZ	connects	connect
the rocks beneath the summit are of the NNP formation , composed of NN sandstone NNS .	1	5	VBP	are	is
the words are by francis scott key , who after the bombardment of fort NNP set them to the music of a british song , `` to VB in heaven .	1	2	VBP	are	is
the right to compete in a pro tour has to be earned by either winning a pro tour NNP tournament or being successful in a previous tournament on a similar level .	1	8	VBZ	has	have
within the territory of the NN of rome , it plays the role of a commuter railway , but this section of the route has only two stations , roma NNP and NNP .	20	24	VBZ	has	have
the class of 1945 did only 45 NNS , but the class of CD now does CD .	11	15	VBZ	does	do
the county town is NNP town .	2	3	VBZ	is	are
that wing 's ground floor has a kitchen on the east and NN on the west .	4	5	VBZ	has	have
the resignation of NNP as premier corresponds to a decline of NNP 's influence in provincial politics .	1	6	VBZ	corresponds	correspond
an JJ test suite works on a sufficiently detailed level to correctly communicate with the NNP and a test NN is usually present to interface the JJ test suite with the NNP .	3	4	VBZ	works	work
the real point of radiation suits is to protect against NN with JJ particles .	2	6	VBZ	is	are
the academy accepts up to CD cadets for JJ each year .	1	2	VBZ	accepts	accept
being country is as much a part of me as my full NNS , wide NNS , NNS and high NN bones .	1	2	VBZ	is	are
in a dutch auction , the NN begins with a high asking price which is VBN until some participant is willing to accept the NN 's price , or a VBN reserve price ( the NN 's minimum acceptable price ) is reached .	18	19	VBZ	is	are
its JJ tributary streams are the NNP bach , which flows through the town of bergen and joins the NNP near NNP , and the small NNP and NNP , which VBP in the NNP lakes .	3	4	VBP	are	is
the company now has more than 800 employees and makes several varieties of bread , most prominently white bread .	1	3	VBZ	has	have
it actually says , `` unlike polish , english likes the passive voice very much , and the passive transformation is possible in practically all instances of objects without NNS , both direct and indirect ones , as well as in some instances of JJ objects .	19	20	VBZ	is	are
outside canada and the united states this type of facility is often called NN location , though its implementation is dependent on how the telephone network processes emergency calls .	25	26	VBZ	processes	process
NNP is particularly important with international railway traffic because gauge changes tend to occur more often at international borders .	10	11	VBP	tend	tends
the use of VBG as a form of NN is dubious because it could equally be considered to be the creation of a derivative work .	1	9	VBZ	is	are
several local species are also present , including JJ JJ , NNP NN , lesser NN , NNP minor , and grass of NNP , NNP NN .	2	3	VBP	are	is
furthermore , actors in networks operate as representatives of certain groups but also as individuals with their own NNS and values , and members in the NNP network are usually motivated by JJ rather than moral NNS .	2	5	VBP	operate	operates
this type of offering is not JJ , since no new shares are being created .	1	4	VBZ	is	are
the NNP is situated just centre of the NN and an activated participant in NNS that is why most of the people in this region are FW ( NN ) and natives are either NN .	31	32	VBP	are	is
NN records show that the youngest male to VB offspring was around 18 months of age , and the youngest female conceived at 16 months .	1	2	VBP	show	shows
a knee NN moved the action further than the JJ NN , making the NNS strike only one string .	14	15	VBP	strike	strikes
the NNS are JJ JJ with JJ NNS .	1	2	VBP	are	is
a situation that often VBZ is that a person is in the news for one event , or for being associated in some way with a notable person .	1	5	VBZ	is	are
NNP NNS RB and demands that the NNS come clean , but NNP tries to convince him that the sounds are nothing more than the trio .	1	8	VBP	come	comes
the NNP NNP national football team , is the national team of NNP NNP and is controlled by the NNP NNP de NNP .	5	7	VBZ	is	are
louis NNS ) so right now the article is mostly redundant .	7	8	VBZ	is	are
VBN compensation plans offer NN for both the employer and the employee .	2	3	VBP	offer	offers
again , all your comments are assumptions and personal opinions .	4	5	VBP	are	is
if nothing , this statement is a double standard .	4	5	VBZ	is	are
best example would be see india page - which says what all NNS and countries VBP india in lead only not again in NN section .	12	15	VBP	surround	surrounds
this version of the song also appears on her greatest NNS album .	1	6	VBZ	appears	appear
it seems to be from an NN complex related to NN , but scientists are still JJ of how exactly it VBZ .	13	14	VBP	are	is
these levels form a hierarchy , with each level VBG a group of processes at the next level of detail .	1	2	VBP	form	forms
more white matter damage leads to more severe JJ NN ; different NNS are identified and diagnosed by a NN .	3	4	VBZ	leads	lead
your two edits here also count so there are 8 left .	2	5	VBP	count	counts
known throughout the novel as `` the man from NNP '' , his first appearance is in the opening chapter of the three NNPS .	14	15	VBZ	is	are
the most common application of this NN now is in NNS , NNS and NNS .	3	8	VBZ	is	are
wikipedia , to VB that these people meet our NNS rather than their own , because they have very important work to do ; and this has not always been understood or appreciated , so we should be VBN about it .	6	7	VBP	meet	meets
delete although this nomination is incorrect .	3	4	VBZ	is	are
the lake 's outlet is in NNP , new york a hamlet in the town of NNP , new york in NNP county , south of rochester , new york .	3	4	VBZ	is	are
he wears blue armor , and his primary vehicle is NNP .	8	9	VBZ	is	are
this category contains JJ buildings that may still present music hall entertainment .	1	2	VBZ	contains	contain
additional educational opportunities in the form of a certificate program are also available from NNP international , NNP , and from the records management society in great britain and ireland .	2	10	VBP	are	is
the people of black race , as they are not peoples [ with a tradition of written literature ] , have developed the art of speech in a most special manner .	1	8	VBP	are	is
new zealand financial institutions are net NNS in overseas financial markets .	3	4	VBP	are	is
he was considered an important and influential intellectual figure in the early years of the 20th century , but a century later , the only creation which has remained in print and VBD him literary NN is the lunar trilogy .	25	36	VBZ	is	are
the NNS work together to VB the boats and then kill the people VBG in the water .	1	2	VBP	work	works
on the final days of july 2012 , NNP said at an interview that many teams have shown interest for him , and that the interest of NNP athens is a honour for him .	25	29	VBZ	is	are
NN remaining after one year is likely to be permanent , although modest NNS of muscle strength are possible 12 to 18 months after infection .	4	5	VBZ	is	are
after she has gone , the real NN , henderson 's best friend jack NNP ( NNP tone ) , shows up at the apartment and NNS cliff .	7	20	VBZ	shows	show
as if on NN , the JJ voice behind POS that ' makes yet another JJ appearance , joined by NNP NNP and NNP , in the JJ hip and JJ sounds of JJ criminal , NN or otherwise .	7	12	VBZ	makes	make
set in mumbai and kerala , the NN version has many differences from the original although the basic storyline remains the same .	8	9	VBZ	has	have
as earlier mentioned , the object of the game is to build four columns of suit sequences from king down to ace .	5	9	VBZ	is	are
this version of the coat of arms is in use since 1907 but differs only slightly from the version that was adopted in 1815 .	1	7	VBZ	is	are
according to the official website , he is a rock musician , his sign is NNP .	13	14	VBZ	is	are
tourism and NN park is open free to the public for tours every day of the week .	3	4	VBZ	is	are
one of the articles is reprinted in the omaha world herald ( paper covers parts of iowa ) .	12	13	VBZ	covers	cover
these rules are designed so that a defendant receives a fair trial in front of a jury that has not been VBN by prior media coverage .	7	8	VBZ	receives	receive
the earliest JJ human burial dates back 100 , 000 years .	4	5	VBZ	dates	date
the so-called true NNP characters are the remaining hidden descendants of NNP , not NNP .	4	5	VBP	are	is
this village is a political and agricultural hub in that area .	1	2	VBZ	is	are
the courts of appeal of NNP and NNP hear appeals in dutch , that of NNP VBZ appeals in french and that of brussels VBZ appeals in both dutch and french .	1	8	VBP	hear	hears
JJ species are VBN for crime prevention ; being very dense , RB JJ NNS , they make very effective NNS JJ to NNS .	14	17	VBP	make	makes
other sources suggest the NNP suffered engine trouble during a storm .	1	2	VBP	suggest	suggests
apparently however , it depends on browser configuration , since some people claim to see no problems .	11	12	VBP	claim	claims
the central national bank building is an art NNP NN located in richmond , virginia .	4	5	VBZ	is	are
the important thing about the neutral point of view is that the NN does not take sides - they describe NNS held by others , rather than holding any viewpoint themselves .	2	9	VBZ	is	are
western NN NNS take longer to mature ( at least three weeks ) .	2	3	VBP	take	takes
the civil rico section is only recently added , and there was never a problem before it was .	3	4	VBZ	is	are
the NNS who are members of session have both executive powers as a group and pastoral responsibility .	1	7	VBP	have	has
typically , au pairs take on a share of the family 's responsibility for NN as well as some NN , and receive a small monetary NN for personal use .	3	4	VBP	take	takes
there are many a NN groups on campus ; three groups include the NNP men 's NNP , the california golden NNP , and noteworthy , all members of the NNP choral NNP .	10	11	VBP	include	includes
each track is a classical song that has been VBN into a modern style , such as NN , NN or NN .	1	2	VBZ	is	are
the message reaches NNP , and she meets ray outside the crime lab .	1	2	VBZ	reaches	reach
that is , under some NN of the elements of one of these , both its addition and NN tables become identical to the corresponding tables of the other one .	19	20	VBP	become	becomes
potential sources exist , even if few are cited at present .	1	2	VBP	exist	exists
the region is coastal , with varied NNS and offshore islands , from which maritime activities VBD .	1	2	VBZ	is	are
a third video ( which also includes elements from the second ) is a NN of the band members in dark , JJ urban settings .	2	12	VBZ	is	are
neutral focus is not just off on the helicopter , but it changes between all the images in the NN , which makes the image look very odd .	1	2	VBZ	is	are
in the final days of world war two the commander of a tiger tank tries to save his men by convincing them to desert so they may surrender to the americans before they are killed fighting the soviets .	9	14	VBZ	tries	try
this word has no NNS in other romance languages ( except for portuguese ) .	1	2	VBZ	has	have
the seating capacity of the arena is 14 , 000 and is primarily used for basketball , volleyball and tennis .	2	6	VBZ	is	are
their products cover time scales from a week to seasons , extending into the future as far as technically JJ , and cover the land , the ocean , and the atmosphere , extending into the NN .	1	2	VBP	cover	covers
hi there , my name is NNP .	4	5	VBZ	Is	Are
NNS equations are differential equations which describe the motion of a fluid .	1	2	VBP	are	is
the mill building is currently the NNP NNP apartments .	2	3	VBZ	is	are
many provincial recreation sites are also accessible from highway CD .	3	4	VBP	are	is
the museum is the provincial museum of the west NNP NNP province .	1	2	VBZ	is	are
as a result , while channel 18 's digital signal operates at a full million watts ( equivalent to five million watts in analog ) , its digital coverage area is not much larger than its analog coverage area .	29	30	VBZ	is	are
many mobile phones have their own proprietary operating systems , which makes reverse engineering of such devices a very complex operation .	2	3	VBP	have	has
the JJ operation serves NN , specialty food store , convenience store , food service , hotel , restaurant , university , travel and office coffee service customers .	2	3	VBZ	serves	serve
its headquarters is in rolling meadows , illinois .	1	2	VBZ	is	are
the c version of the missile , from 1974 , has an improved guidance section that gives the missile an JJ capability , as well as a new NN radar NN and an improved NN .	2	10	VBZ	has	have
this capability remains today in a JJ windows `` dos box '' all the way to the windows 7 operating system for backwards NN reasons ( although RB VBN ) .	1	2	VBZ	remains	remain
NNP 's bullet strikes best and leaves NNP VBG on the ground , when NNP NNS with NNP to avoid a potential arrest .	2	3	VBZ	strikes	strike
hence , this view is not really meant to describe NNP , but the consideration of these points might bring out aspects that could be useful to settling the debate .	3	4	VBZ	is	are
their chains readily interact with each other and their lower molecular weight makes them more mobile within the host NN matrix .	11	12	VBZ	makes	make
the reason you have that message about `` NNP redirects here '' is because there 's a disambiguation `` NN '' template at the top of the article .	1	12	VBZ	is	are
these four structures consist of stepped rectangular platforms and were built from well finished limestone blocks .	2	3	VBP	consist	consists
my main comment , that first paragraph needs to be VBN .	6	7	VBZ	needs	need
the JJ NNS are JJ and RB VBD , RB armed in youth , with a slightly JJ base .	2	3	VBP	are	is
movies subjected to criticism over allegedly JJ content include the last NN of christ and NNP NNP 's life of brian .	0	8	VBP	include	includes
wind power capacity now VBZ CD NN worldwide , an increase of 41 NNS in 2011 , led by china .	2	4	VBZ	totals	total
the older an NN is and the more serious his crime , the more likely the public is willing to transfer him .	3	4	VBZ	is	are
the devil makes the game delayed thanks to rain , and eddie leaves to see laurel 's ballet NN .	1	2	VBZ	makes	make
besides these professionally written novels , numerous web sites contain fan fiction written by NNP players .	8	9	VBP	contain	contains
old NNS and plate edges could easily have VBN over JJ time , but areas like the new madrid fault and the NNP mountains in north america still cause NNS today , even though they are both over 100 million years old .	14	28	VBP	cause	causes
an example is the title of NNP ' VBN in 1993 by NNP 's head of state , NNP NNP ii upon barry curtis , at the time mayor of NNP , a new zealand city with a large NNP population .	1	2	VBZ	is	are
the body of designation legislation used for legally protecting heritage assets from damage and destruction is complex , and dates back to 1882 .	1	19	VBZ	dates	date
this page contains wikipedians who have identified themselves ( at least on wikipedia ) as being NNP NNS .	1	2	VBZ	contains	contain
the real problem is the lack of references , and whilst i have VBN with NNP on the difficulties in finding good reliable sources in english it is always best to say where information came from .	2	3	VBZ	is	are
main line trains operated by east coast and NNP pass through the station but do not stop , and the main line is also used by freight trains .	2	9	VBP	pass	passes
it must be VBN in mind that , in contrast with the commission , which represents the interest of the eu , and with the european parliament , which represents european citizens , the ministers of the council represent the interests of their national governments .	34	38	VBP	represent	represents
the NNP will automatically be put in if the article has at least four sections .	9	10	VBZ	has	have
while NNS can be found in most NNP island neighborhoods , their concentrations are highest north of the NNP island expressway .	12	13	VBP	are	is
the field is similar to the one from a bar NN , running RB down the center of the inner cylinder and up the outside of the apparatus .	1	2	VBZ	is	are
les ' father tells les that the bmw is all his now , and , VBG , tells him to take good care of it .	2	3	VBZ	tells	tell
in the branch of evolutionary NN called genetic programming , for instance , tree functions are quite often ( but not exclusively ) used as JJ function .	14	15	VBP	are	is
court 's response to VBG to NNP 's NN that a cell phone is distinct from a NN NN or clothes on an NN 's body , the court cited united states v .	12	13	VBZ	is	are
the NNP county schools system is the JJ employer in NNP county .	4	5	VBZ	is	are
comments - i have done some NNS , though still have some concerns .	0	10	VBP	have	has
this junior footballer fails wikipedia 's notability guideline and might be a hoax .	2	3	VBZ	fails	fail
the site also says he played for the scottish NNP but a search scottish fa site does not produce a result even though the NN are listed .	1	3	VBZ	says	say
the deletion process is not for problems that could easily be cleaned up .	2	3	VBZ	is	are
look at the page creation date for the first round draft picks in this years nfl draft .	0	11	VBZ	picks	pick
other methods include the pressure fan , the one handed fans , the reverse fan , and the giant fan .	1	2	VBP	include	includes
the tallest building in augusta is the river place NNP , at 18 floors , followed by the NNP building , at 17 floors .	2	5	VBZ	is	are
